time,data,median,LB,UB
8,24,24,24,24
9,28,14.0188839269474,0,74.1319175144771
10,50,20.1829351844418,0,81.8780638329652
11,53,30.5391128927796,0,94.3144426111362
12,61,43.0124785655282,0,109.740089776419
13,84,58.6537020899288,0,126.923237293224
14,106,78.2929936208241,16.0874178051776,149.46903347317
15,94,101.796198065728,39.9268078516407,175.611527999326
16,127,129.564408031314,66.2232828591872,200.864219785778
17,152,160.231338128672,98.0152742554739,228.705837747925
18,180,193.553150440473,130.284041924163,259.678892787968
19,211,227.391399824819,164.953831311722,289.75563302546
20,243,258.249329444367,190.854245603154,321.104458651534
21,257,284.062514714943,210.914161349535,349.109192570405
22,337,303.222680306258,227.047155057304,369.878327984077
23,359,312.597799045178,238.664936445611,377.873013158095
24,354,312.643834773917,242.319519684787,376.877188097936
25,292,302.72486573348,238.937833649275,367.435546160157
26,238,286.045583797914,221.696953158871,360.073327014704
27,261,263.655228606825,191.326559903117,356.757908633408
28,220,237.920844796565,156.669092248285,352.748950692427
29,206,209.026552903271,122.71451352651,346.670356915087
30,199,180.789217165536,92.3194326503286,339.792048260542
31,170,154.267420554168,64.8304428112651,330.597007141664
