time,data,median,LB,UB
16,127,127,127,127
17,152,80.8389906506644,0,201.391965887436
18,180,115.823027444885,0,230.612178346342
19,211,155.461983365496,0,268.1561939171
20,243,198.892119391261,0,311.062150623971
21,257,241.910429484714,0,352.90516617987
22,337,278.888491057892,6.19899548165935,390.756477619283
23,359,305.269569171947,22.1100922906073,419.904348488822
24,354,317.536223515602,38.0363854629051,430.01867786463
25,292,316.934565998656,52.7952126174887,429.510312558322
26,238,304.904661587372,67.3681708569193,416.764883979151
27,261,282.945375441244,77.7423424378132,395.679507823041
28,220,257.335705304849,87.4344574463756,382.597374162922
29,206,228.723649244366,89.271207131004,381.46556509912
30,199,198.854362706721,75.9384238526379,376.478170990289
31,170,171.086766600693,57.0409116816584,383.760326193373
32,175,146.102014696869,35.5815265627403,382.293817289483
33,146,122.967797231431,10.5593527098256,382.981249882195
34,163,103.949346591797,0,385.233257161951
35,156,86.7065654403845,0,379.772438627357
36,143,73.1977701011709,0,373.237996777304
37,103,61.4298056226194,0,366.590860000989
38,92,52.3009790390351,0,364.301410434601
39,77,44.0451718117582,0,359.951043405665
