time,data,median,LB,UB
0,8,8,8,8
1,9,3.57273880768985,0,17.2691600633079
2,7,4.9409691094875,0,18.7910788891616
3,16,6.71915361035309,0,20.2448528666298
4,13,9.05853618426753,0,22.5310589646028
5,12,12.0477295064833,0,25.4214481630824
6,22,15.7783633234887,2.07683515245885,29.4117550159677
7,21,20.4594539285459,6.85280281135308,34.1233000609773
8,24,26.1243837993345,12.4686891984906,39.8765881180336
9,28,33.3698073619021,19.4633692513197,47.6706160022619
10,50,41.4286364768463,27.4775480972409,55.680738133108
11,53,51.7646405904855,37.7327830172401,65.4415869077424
12,61,63.2104436752112,48.6819280175193,77.5151744468402
13,84,76.6287774916247,62.6964867366722,90.9620607784128
14,106,92.6666054062914,78.1826115012206,106.793421884712
15,94,110.648897014965,96.0820447546021,124.916043199323
16,127,130.712148330765,116.683331018878,145.105249497521
17,152,153.836293362834,139.397259207005,168.591664350825
18,180,179.672819941778,164.702809958695,195.023609082341
19,211,207.748802783849,190.61945416503,224.243787061352
20,243,238.422401752125,219.036699485723,258.642885027549
21,257,272.197840596955,247.396291232768,297.902774851554
22,337,308.407172468397,277.212733000925,341.427248519388
23,359,347.313768179862,308.141361194281,390.814720413239
