time,data,median,LB,UB
4,13,13,13,13
5,12,6.87246404990295,0,30.2684654057695
6,22,9.95503471738656,0,33.5975349490736
7,21,13.6244701101592,0,37.1066997471336
8,24,18.3315789424853,0,42.2881317937063
9,28,25.0963039191313,0.611046944348249,48.6215810275701
10,50,33.0816497511993,8.76306799030678,57.2451384718101
11,53,42.9514100759855,18.0978940615458,67.26862398486
12,61,55.0657196761373,29.4951344157371,79.1299192668807
13,84,69.8208206767742,44.2391362085633,95.0290676356726
14,106,86.921634025727,60.8597868566683,111.599433291512
15,94,106.441164469338,80.7711976293015,131.557957797178
16,127,129.007937810141,103.108549728999,154.115227442474
17,152,154.417248604762,128.887548843573,179.233840493558
18,180,182.687120177562,157.388360540785,208.024241936678
19,211,213.342205908254,188.084889438556,238.709320462455
20,243,246.34164844688,220.891522278443,272.189381428204
21,257,281.146102055175,256.018817369819,306.991737805558
22,337,317.384668608644,290.663493871231,344.630601730914
23,359,354.736896720457,325.662587835982,384.565996038077
24,354,392.799570091553,356.503498041372,427.637390048054
25,292,431.048277544865,379.739685789851,472.455761092407
26,238,468.517976841296,396.071223975981,520.472109947788
27,261,505.310044358732,403.57583249978,570.222348505199
