time,data,median,LB,UB
4,13,13,13,13
5,12,6.89530312133237,0,30.2675282704478
6,22,9.98731036032366,0,33.645863813005
7,21,13.6909521556494,0,37.1208711129567
8,24,18.4087017625567,0,42.3077599978592
9,28,25.1950384745438,0.669185494450748,48.7279695151453
10,50,33.2144483196995,8.84196886470741,57.3028946250733
11,53,43.0895319619974,18.2255255047258,67.3576684315064
12,61,55.203793659193,29.6362008278593,79.2705368292378
13,84,69.9751452791834,44.3645043877134,95.2557387396166
14,106,87.0584699430651,60.9847026686917,111.699436300999
15,94,106.580584652141,80.9347827562491,131.628185866372
16,127,129.137698446195,103.322560361223,154.223441806492
17,152,154.534427569186,129.058137367743,179.34525596583
18,180,182.796852904179,157.482540641095,208.252556220439
19,211,213.425463962098,188.163472066136,238.774170359281
20,243,246.387593394315,220.948819039399,272.189381428204
21,257,281.096496890858,256.011377229097,306.921180230373
22,337,317.234910770888,290.545789546148,344.501318115542
23,359,354.391691441642,325.388748250936,384.335974664949
24,354,392.281450518619,356.013566561943,427.240147568611
25,292,430.127018159244,378.790821441937,472.059663847538
26,238,467.342308305453,394.754509306107,519.759293908786
27,261,503.479181585974,401.800557791495,569.200440659121
