time,data,median,LB,UB
4,13,13,13,13
5,12,6.91341619808394,0,30.2525192071015
6,22,10.0176760857559,0,33.6535337358503
7,21,13.7374129647112,0,37.1522656843222
8,24,18.4640312052255,0,42.3542905354955
9,28,25.2651584743099,0.750540102052625,48.7471383211158
10,50,33.2797208951444,8.92367926161229,57.3575489028652
11,53,43.2035398876812,18.3007410142116,67.4435057947746
12,61,55.3185776630168,29.751827342288,79.389493096871
13,84,70.0773962446931,44.4841416310375,95.45052888204
14,106,87.1640978996469,61.0378554496568,111.856128939166
15,94,106.676905736774,81.1084733145985,131.705230348642
16,127,129.221728593763,103.554337921274,154.288089674851
17,152,154.643071036796,129.16773034262,179.472925723876
18,180,182.902994355616,157.523914023587,208.451326104919
19,211,213.491203611408,188.226426439984,238.781355671961
20,243,246.411601776085,221.024113574235,272.168993833031
21,257,281.065537431532,256.010093863099,306.857727745587
22,337,317.14713631494,290.467301029979,344.453189084402
23,359,354.169208521955,325.206557664003,384.077985278816
24,354,391.892908176418,355.530435817087,426.927683046239
25,292,429.421849490545,378.187668726291,471.740800596773
26,238,466.343206951073,393.195825935963,519.406032836616
27,261,501.912924423404,400.655071948199,568.713769475134
