time,data,median,LB,UB
16,127,127,127,127
17,152,81.8155548163905,0,196.476660466093
18,180,117.152397969665,0,227.687267687739
19,211,157.498617597975,0,267.269502434948
20,243,201.606383847384,0,310.79288974111
21,257,245.568417106702,0,353.075315936759
22,337,282.674338255386,18.7552427420617,391.650364486062
23,359,308.887110115702,35.4442224510701,421.189592889368
24,354,321.280326765539,51.3427646371572,430.560560668649
25,292,320.729878369574,66.9444217086867,430.094099392115
26,238,307.742918091777,80.0558785976826,416.693947857387
27,261,284.829068614551,94.4730736289674,394.359824078573
28,220,258.312833887656,101.144058541097,376.419833924992
29,206,228.57293373064,96.9564814288092,368.159121181134
30,199,197.637133580765,81.3734788455203,362.269550919525
31,170,169.089383168567,58.5015628200602,368.774800444426
32,175,143.227460172713,35.863284870972,368.571858744636
33,146,119.772600601301,10.4805096294524,369.270919269154
34,163,100.436429396409,0,370.491438565806
35,156,83.1571580547153,0,365.396583214779
36,143,69.7332341801022,0,356.380305284001
37,103,57.6947021568079,0,352.140474153011
38,92,48.5955290258178,0,346.718409173048
39,77,40.6162353776174,0,343.229891014925
