time,data,median,LB,UB
16,127,127,127,127
17,152,53.1897968360529,0,267.78487045119
18,180,69.1400836408395,0,277.311566997525
19,211,87.7133610977323,0,294.738876261599
20,243,107.434913883121,0,318.462401006019
21,257,123.879828337415,0,338.480495847599
22,337,139.035549608028,0,351.817938755505
23,359,161.845567508534,0,375.736155669462
24,354,173.554565826504,0,391.163896276128
25,292,190.601237900805,0,409.009940789522
26,238,206.95145554859,0,420.476462583987
27,261,218.700997138966,6.07772427531182,430.129272108851
28,220,228.044167702553,4.590191682751,443.508353193679
29,206,236.30830482157,15.9075698316529,461.796635715359
30,199,240.866975693785,23.5875260561183,456.774032653952
31,170,240.521544137906,26.3149793805413,469.970301092368
32,175,243.277532310427,25.3519602733695,466.815035660683
33,146,241.315588141788,16.6338088959606,463.778695306738
34,163,240.686744296342,12.1756738801673,462.755859698132
35,156,231.03817462669,10.7237017967833,460.328230500784
36,143,223.902834022314,0.321504950855527,454.689993632152
37,103,216.629778203527,0,456.222995012471
38,92,210.826123021701,0,452.56649695081
39,77,206.184600024867,0,453.33404344154
