time,data,median,LB,UB
12,61,61,61,61
13,84,41.884120356041,0,109.036063547176
14,106,61.8805914462591,0,129.473100223557
15,94,87.3387254595479,9.55851349755666,153.602265103486
16,127,117.602398568815,35.0167703443691,183.025397779934
17,152,152.13419130201,59.2130653372735,215.336381413946
18,180,189.144443998904,82.8860712744485,253.842518487762
19,211,224.576707449597,109.512548005296,290.412172113752
20,243,258.305805662783,132.316387197068,323.484597078994
21,257,285.00828292271,154.861908081907,350.174531678324
22,337,303.092320008092,175.528909060581,368.589240589609
23,359,312.157130582449,189.721663994205,378.450238618902
24,354,311.143831118864,203.164846858857,376.849269920278
25,292,302.11047409732,211.531631448752,367.484609129476
26,238,285.787724721287,209.260325279896,354.399327480501
27,261,264.715798307112,195.713970037508,344.89724559961
28,220,239.809756687708,175.629070966791,338.173298253712
29,206,215.052308689282,150.674010284382,334.186063590101
30,199,188.484712114044,122.257270410613,327.091483515208
31,170,164.388843141037,97.6702468090164,321.140482028785
32,175,141.248399866563,74.9920690043136,309.777261001086
33,146,120.289209507631,54.1088274293099,302.078658083624
34,163,102.483264373059,35.1675335713006,291.254987678892
35,156,86.2428604514086,19.4232191668011,276.970126414727
