time,data,median,LB,UB
16,127,127,127,127
17,152,83.5772963956766,0,173.117777792639
18,180,120.91242089722,30.0128959006857,208.555341934226
19,211,165.125188548987,70.4752806530425,257.870155911615
20,243,213.899207368421,117.079562327636,311.300319821288
21,257,260.062697371472,163.189270063418,355.023958696518
22,337,298.538851086422,200.960393105554,396.617706695901
23,359,325.495965350229,224.017289001228,424.708730905186
24,354,334.448926695529,235.360583763821,435.587680559024
25,292,332.343271071991,237.176793080024,428.606422059586
26,238,315.572840397564,219.6537387362,411.838082896312
27,261,290.099837187495,194.132610394705,382.794092307802
28,220,260.809594192459,160.957911926635,354.803526794091
29,206,225.951169554834,127.611769605661,324.708537912011
30,199,194.05971196083,98.8769774773186,289.081422305358
31,170,163.063312316086,69.479680137111,259.474164583298
32,175,135.325560541841,40.6235558739029,234.425695361844
33,146,110.440265756629,17.001998343656,208.744764602671
34,163,91.4754077502335,0,186.352013261506
35,156,74.2163460822977,0,166.553199130635
36,143,61.3007236024281,0,154.599631701119
37,103,48.7893094309362,0,142.171678449817
38,92,38.8803773123613,0,129.25754730245
39,77,32.073255420366,0,121.713169878913
