time,data,median,LB,UB
16,127,127,127,127
17,152,81.2322737458761,0,199.104017397443
18,180,116.283536707754,0,229.701659247663
19,211,156.155265466895,0,267.905056518948
20,243,199.927209488467,0,311.015986781616
21,257,243.335001305179,0,352.913709394133
22,337,280.3350517998,10.7817384286274,390.979539693772
23,359,306.721946552475,26.3333076158636,420.195979597966
24,354,318.922917759012,42.1573685604417,430.095352274853
25,292,318.155109429156,57.353861469829,429.684154876543
26,238,305.962717486161,71.4273676089779,416.764883979151
27,261,283.616647586832,83.0380207308643,395.199974584915
28,220,257.682927799682,91.5502884258009,379.950904431353
29,206,228.646643043676,91.7508357444879,376.296586079473
30,199,198.33415659217,77.7003558194511,371.558860806007
31,170,170.294103447956,57.4008400737567,378.654852073509
32,175,145.015878526678,35.7152775384368,378.093985078915
33,146,121.756844679303,10.5557648136666,378.730031844048
34,163,102.75339903854,0,379.886237020966
35,156,85.3603352591113,0,374.339205978737
36,143,71.935427348849,0,367.499271965995
37,103,60.0265670552029,0,361.471843632467
38,92,50.9824943492027,0,358.728269057581
39,77,42.8952854658752,0,354.895268468199
