time,data,median,LB,UB
8,24,24,24,24
9,28,14.0386656611852,0,74.1319175144771
10,50,20.212558992647,0,81.8846615766323
11,53,30.5559199245865,0,94.370390904842
12,61,43.0455079733974,0,109.782660910589
13,84,58.7325609098454,0,126.928171850095
14,106,78.372247239495,16.2747815170052,149.679399231084
15,94,101.907206932538,40.0820629083409,175.716366059562
16,127,129.618754582301,66.3223463672021,200.915023157163
17,152,160.279109043631,98.1565810639013,228.70871471447
18,180,193.567526688428,130.295254004012,259.678892787968
19,211,227.373888937236,164.953831311722,289.664638144512
20,243,258.191287809206,190.850594516772,321.089426561745
21,257,284.010644504739,210.803606931127,349.029135920514
22,337,303.153589472334,226.935346509055,369.835791174854
23,359,312.4897841645,238.464254498202,377.80795671232
24,354,312.604435690651,242.283033610667,376.87502505658
25,292,302.706550192898,238.866248666413,367.435546160157
26,238,286.068125589088,221.748514256979,360.107729832776
27,261,263.729979011095,191.351743756355,356.828325315388
28,220,238.05048895697,156.709412371919,352.831502696001
29,206,209.122308010119,122.787398581758,346.709127059505
30,199,180.86760085219,92.4488861299274,340.03412151786
31,170,154.340370137066,64.9759133647739,330.649096692924
