time,data,median,LB,UB
12,61,61,61,61
13,84,42.0054175229314,0,105.315173016878
14,106,62.266138495083,0,126.22940507595
15,94,87.9160017326093,17.4403688163445,150.421645559041
16,127,118.285514290677,44.5318540814551,181.928505895411
17,152,153.313919832131,72.6444962151348,214.658222040288
18,180,190.737705082191,98.1620914696731,253.670789503699
19,211,226.013145519389,127.188451869303,290.416185008841
20,243,259.985245976981,150.632957603819,324.005251847935
21,257,286.974066684275,171.446836615134,350.569327097488
22,337,305.110776357151,192.876460763872,369.144242518211
23,359,313.8335431286,207.577474898758,378.6620822229
24,354,312.670144952516,219.140321442848,376.648287495366
25,292,303.121180286309,223.375560028232,366.674306633149
26,238,286.119626186454,217.16167102357,351.374356898507
27,261,264.317612915905,198.305880628885,337.271363541452
28,220,238.787660714602,176.354173791238,323.304860614484
29,206,213.431360344219,150.657224019266,315.569014955435
30,199,186.209403650015,121.845443635019,307.82885650901
31,170,161.967602604658,97.0915778942797,301.079526536657
32,175,138.71313998648,73.9400268084158,291.599126551312
33,146,117.863333457135,53.4189642123332,282.79232294954
34,163,99.9593154719957,34.1255647018596,270.777901541775
35,156,83.4879682297514,18.7173554543122,257.022993420705
