time,data,median,LB,UB
8,24,24,24,24
9,28,14.0153504178621,0,74.1319175144771
10,50,20.1708163923214,0,81.8780638329652
11,53,30.5273945181433,0,94.3144426111362
12,61,42.9936729413242,0,109.738490811963
13,84,58.6127547963304,0,126.923237293224
14,106,78.2637729458431,15.984991154074,149.46903347317
15,94,101.774613904789,39.923081097135,175.608440679328
16,127,129.546479432076,66.2173448820724,200.83406555532
17,152,160.210201550923,97.9836426917727,228.698277636637
18,180,193.548490426967,130.172148941097,259.678892787968
19,211,227.40072524684,164.953831311722,289.782854262561
20,243,258.268155618701,190.854245603154,321.116831343845
21,257,284.098047210312,210.916733277033,349.152159624563
22,337,303.241663331764,227.086337338854,369.976892153409
23,359,312.626286874166,238.674810867216,377.893778494529
24,354,312.65921232775,242.319519684787,376.899346451147
25,292,302.727644723266,238.937833649275,367.4659588343
26,238,286.017803717611,221.696953158871,360.058251226982
27,261,263.643135361882,191.275985606296,356.725772945992
28,220,237.902915031749,156.663070376133,352.699544678362
29,206,208.975506023953,122.648673191605,346.670356915087
30,199,180.750230998589,92.2804465300924,339.792048260542
31,170,154.225518129874,64.8150438105585,330.579727664634
