time,data,median,LB,UB
16,127,127,127,127
17,152,82.0696132301197,0,195.097659753476
18,180,117.497990325649,0,226.578954827361
19,211,158.126061204274,0,267.166833937105
20,243,202.32203973338,0,310.70823630989
21,257,246.49926498115,3.25342627162389,353.117696227529
22,337,283.550731883479,22.9541542113421,391.920589822454
23,359,309.988106343287,40.8320454061905,421.41835625656
24,354,322.1505407263,55.8816136855507,430.712538317707
25,292,321.655519192287,71.6087516203309,430.292096662158
26,238,308.585313127929,84.2552431198992,416.693947857387
27,261,285.229265227151,99.9835849003496,393.98810193495
28,220,258.587254213186,107.16536637676,374.811803197852
29,206,228.546004497657,99.2523744499847,364.645665197316
30,199,197.320394863317,82.313015383126,357.879715468674
31,170,168.607386301343,59.0515665865836,363.031718202859
32,175,142.549428312829,35.9598997838993,363.940804196158
33,146,119.006450242003,10.4795900714631,364.168796408561
34,163,99.4797906235772,0,364.794584216285
35,156,82.1746261449711,0,360.229041572019
36,143,68.8022938711085,0,351.420403632265
37,103,56.6711494091369,0,346.707482821805
38,92,47.6314239605477,0,340.524957775635
39,77,39.733323634473,0,336.304903379452
