time,data,median,LB,UB
8,24,24,24,24
9,28,13.3093672399246,0,65.0645667475383
10,50,19.397070662052,0,72.6328413810717
11,53,28.7233018313901,0,84.0042029252133
12,61,39.8838345947622,0,95.7010587780655
13,84,56.0208608472146,0.68432019788402,110.728149907578
14,106,74.6326582451404,19.4340731236721,131.545440101379
15,94,98.0543898242222,42.978888245957,155.567982689214
16,127,126.069937135172,68.2890344570876,182.807161237229
17,152,157.206820622774,100.074750655508,215.164977931299
18,180,191.654670495526,132.713670622591,248.896352597664
19,211,227.937805652573,170.792705142699,283.420474592163
20,243,260.827712886335,204.419969652749,319.55852048985
21,257,289.232503746628,231.179753603359,347.415149351772
22,337,308.615944230802,251.48547877674,368.960050701888
23,359,317.561944056521,260.11599425649,377.671196729804
24,354,315.942459091397,258.240548644003,375.592221462379
25,292,302.718603021738,245.292576830555,361.760152921719
26,238,282.061876929943,222.423772570569,341.544111170054
27,261,253.57336576608,190.904237559318,322.386877432271
28,220,223.489538458554,156.643206825681,296.743277569951
29,206,190.792593354045,122.967427048634,271.540381281505
30,199,161.907648788482,92.951422725436,248.438886244924
31,170,134.057340782552,65.690175357273,225.378654572288
