time,data,median,LB,UB
0,8,8,8,8
1,9,3.578137864103,0,17.5538057769812
2,7,5.01455481483391,0,19.0321005338009
3,16,6.78102558919952,0,20.8263877732327
4,13,9.20729414339073,0,23.0931143411928
5,12,12.0751758773976,0,26.3466983005856
6,22,15.7705688970134,1.67533739217581,29.9387433077839
7,21,20.4586334403346,6.22201355588115,34.9510321839328
8,24,26.329858311556,11.7597808926121,40.4649661058344
9,28,33.391628203293,19.1577836196802,47.9942636801111
10,50,41.6813341981945,27.0433314732837,56.2110558314613
11,53,51.7855854758606,37.2952528718491,66.2683478968876
12,61,63.5747482361339,48.474852182926,78.3571304147537
13,84,77.127630804552,62.3203523414523,92.3400684661608
14,106,93.1949783700928,78.1295433694436,107.774486007186
15,94,111.223889537575,96.3180655580315,126.020948796541
16,127,131.581508656004,116.711534716768,146.363942783452
17,152,154.165859014895,139.100742943617,169.400014810189
18,180,179.253264546185,163.625810583131,195.116549666787
19,211,206.407428289136,188.738447757759,223.726415164732
20,243,235.717734365152,213.377614032514,256.474450102599
21,257,267.235476641128,236.291281254158,294.324313141974
22,337,300.436582088291,254.967907464502,335.859785336757
23,359,335.018571279047,268.899485525058,381.546282109526
