time,data,median,LB,UB
12,61,61,61,61
13,84,41.8695752931443,0,109.848502455419
14,106,61.8252805773914,0,130.152123927771
15,94,87.2776375658635,8.20096798308383,153.82165933651
16,127,117.450625246566,33.7068863803862,183.317647362542
17,152,151.941035778096,57.3122370494708,215.482442027083
18,180,188.901581858932,81.093064968019,253.889778189606
19,211,224.330365333263,107.237900936517,290.305855314469
20,243,257.963484531938,130.046392396852,323.455573548111
21,257,284.674290444568,152.721777894947,350.171102560342
22,337,302.749529836229,173.012725213073,368.572371976417
23,359,311.92058345841,187.608700948061,378.419464495704
24,354,310.947383354938,201.206294717736,376.862796540723
25,292,301.934072257768,209.759174396872,367.587425371026
26,238,285.760748852337,207.996059989258,354.963520636675
27,261,264.736559354576,195.217987599696,346.169083975939
28,220,240.012061751942,175.511622022763,339.963608334564
29,206,215.304349160565,150.694997148664,335.745357300722
30,199,188.817958529513,122.269096825775,329.390548359704
31,170,164.744005777336,97.7318768700273,323.440887360339
32,175,141.673887066278,75.0483590529768,312.169679979814
33,146,120.654622717446,54.2412208914803,304.019431100486
34,163,102.913250550825,35.2306140679575,293.34948118772
35,156,86.7250782214587,19.5104267100955,279.285625478652
