time,data,median,LB,UB
8,24,24,24,24
9,28,11.8945332370658,0,67.9190120583328
10,50,15.6773271994216,0,74.0937462564446
11,53,24.4130151221923,0,81.2569140218476
12,61,35.3171516484103,0,90.7691173740526
13,84,48.4644754373427,0,106.334635929137
14,106,67.8878003483916,8.10666081541433,126.221749937066
15,94,90.4176558754684,33.0793761805492,148.175184916138
16,127,119.46109273071,59.8420256260257,179.765255452463
17,152,152.88335755688,90.8800101116821,214.604388392384
18,180,190.804067103326,128.008559000329,252.837935841856
19,211,229.096134568376,170.167945404847,291.132160555844
20,243,265.18433324029,204.682879817274,326.234796809626
21,257,294.130047215217,231.328368938923,356.756468067197
22,337,313.939799467992,251.121126671604,378.013144437303
23,359,323.087849915748,262.650370912743,385.02366705984
24,354,319.599397323725,257.978344988783,381.461126809647
25,292,304.157573702304,244.167202341484,366.452346105058
26,238,279.611604166841,218.057479407276,345.761342965178
27,261,251.249815207908,181.521543087016,319.892870767128
28,220,219.769637526269,147.064473463084,296.988689556371
29,206,188.456526450657,111.073579459017,272.920084610057
30,199,158.012233627943,80.2987396370883,249.572432568768
31,170,131.791711667175,52.8012336755233,227.837777079872
