time,data,median,LB,UB
8,24,24,24,24
9,28,14.0417047972231,0,74.1319175144771
10,50,20.2370864689217,0,81.8846615766323
11,53,30.5592621334081,0,94.3795799364132
12,61,43.0539367765089,0,109.782660910589
13,84,58.7560734664696,0,126.968173367368
14,106,78.38402229278,16.2955948463703,149.679399231084
15,94,101.913095818704,40.0820629083409,175.716366059562
16,127,129.631601808526,66.3303057009382,200.915023157163
17,152,160.286742153641,98.159910062158,228.70871471447
18,180,193.571227802855,130.295254004012,259.678892787968
19,211,227.373888937236,164.953831311722,289.664638144512
20,243,258.172555285715,190.850594516772,321.089426561745
21,257,284.006849895069,210.798945586588,348.944821596566
22,337,303.14936386581,226.935346509055,369.769401342067
23,359,312.481432313938,238.464254498202,377.80795671232
24,354,312.594300094839,242.283033610667,376.820315647292
25,292,302.706550192898,238.866248666413,367.435546160157
26,238,286.073493182257,221.748514256979,360.107729832776
27,261,263.735569746429,191.355525992977,356.886317212403
28,220,238.057632434022,156.71360369806,352.831502696001
29,206,209.138067084432,122.800318051971,346.753223666867
30,199,180.902124744726,92.4766012907335,340.03412151786
31,170,154.342177372334,64.9759133647739,330.649096692924
