time,data,median,LB,UB
16,127,127,127,127
17,152,81.4457082844069,0,197.701642801575
18,180,116.637063447698,0,228.525878610611
19,211,156.786010835618,0,267.631105953974
20,243,200.811453702017,0,310.946538872612
21,257,244.566741491753,0,353.06587655472
22,337,281.519533251975,14.6246827779874,391.274327744072
23,359,307.7204202967,31.0960819996676,420.697343333416
24,354,320.112966487634,46.7740813693467,430.258191117621
25,292,319.539693016291,62.5419347670164,429.948955487576
26,238,307.004231640768,75.8531548775153,416.693947857387
27,261,284.273199082243,88.1016638035308,394.845339792498
28,220,258.029135302545,95.0955713123211,377.891927211933
29,206,228.601863669393,94.5375795492681,372.088495205295
30,199,197.942127155075,79.4551782286505,366.806786433425
31,170,169.600763999083,57.8567293206294,374.072288686036
32,175,144.130639976678,35.7961269978525,373.068529471898
33,146,120.782479188476,10.4851693057005,374.311058530684
34,163,101.617485639194,0,375.853191595423
35,156,84.2691731956401,0,370.560877339828
36,143,70.8052145171661,0,361.972729500155
37,103,58.7895923720015,0,356.775545882963
38,92,49.6350822913598,0,353.517817090056
39,77,41.8075322418204,0,349.018682312265
